Team_Name,Uploaded_Date,Format_Name,Category_Name,Element_Name,Percentage_Time,Poss_Per_Game,Points,PPP,Rank,Rating,FG_miss,FG_Made,FGA,FG,Adjusted_FG,Percent_Turnover,Percent_FT,Percent_Shooting_Foul,Percent_Score
Illinois Tech Scarlet Hawks,2019-1-15,Defensive,Catch and Shoot - Half Court,Guarded,57.4%,7.7,5.7,0.741,96%,Excellent,5.8,1.9,7.7,25.2%,37.1%,0%,0%,0%,"25.2%
"
Illinois Tech Scarlet Hawks,2019-1-15,Defensive,Catch and Shoot - Half Court,Unguarded,42.6%,5.7,5.9,1.029,70%,Very Good,3.7,2,5.7,35%,51.5%,0%,0%,0%,"35%
"
Illinois Tech Scarlet Hawks,2019-1-15,Defensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,18.2%,8.7,6.1,0.699,77%,Very Good,6,2.7,8.7,30.8%,34.6%,0%,0.6%,0.6%,"30.8%
"
Illinois Tech Scarlet Hawks,2019-1-15,Defensive,Jump Shot Range - half court,Short (<17'),21.6%,5.1,3.4,0.681,69%,Very Good,3.3,1.7,5.1,34.1%,34.1%,0%,0%,0%,"34.1%
"
Illinois Tech Scarlet Hawks,2019-1-15,Defensive,Jump Shot Range - half court,Medium (17' to <3 point line),13.3%,3.1,1.4,0.446,94%,Excellent,2.4,0.7,3.1,21.4%,21.4%,0%,1.8%,1.8%,"21.4%
"
Illinois Tech Scarlet Hawks,2019-1-15,Defensive,Jump Shot Range - half court,Long (3 point jump shots),65.1%,15.2,14,0.92,81%,Very Good,10.6,4.7,15.2,30.7%,46%,0%,0%,0%,"30.7%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Overall Offense,Overall,100%,82.6,81.4,0.985,93%,Excellent,30.2,29.6,59.8,49.5%,55.7%,16.1%,14.3%,8.5%,"46.1%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Overall Offense,Transition,13.8%,11.4,13.3,1.164,97%,Excellent,3.1,5.1,8.2,62.6%,67.9%,17.5%,14.8%,10.4%,"55.2%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Overall Offense,Overall Half Court,86.2%,71.2,68.1,0.956,93%,Excellent,27.1,24.4,51.6,47.4%,53.8%,15.9%,14.2%,8.3%,"44.6%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Overall Offense,Short Shot Clock <4 Seconds,3.2%,2.6,1.1,0.429,5%,Poor,2.1,0.4,2.5,17.5%,21.3%,2.4%,2.4%,0%,"19%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Overall Offense,Out of Bounds (End),7.9%,5.6,6.1,1.089,96%,Excellent,1.9,2.3,4.2,53.7%,62.7%,13.3%,14.4%,10%,"50%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Overall Offense,Out of Bounds (Side),3.8%,2.7,3.7,1.372,100%,Excellent,0.7,1.4,2.1,66.7%,78.8%,9.3%,18.6%,7%,"58.1%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Overall Offense,After Time Outs,10.9%,7.8,7.3,0.944,80%,Very Good,3.2,2.9,6.1,48%,53.6%,12.1%,9.7%,4.8%,"44.4%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Overall Offense,Against Man,98.1%,69.8,66.7,0.955,94%,Excellent,26.4,24,50.4,47.6%,53.8%,16%,14.3%,8.3%,"44.7%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Overall Offense,Against Zone,1.9%,1.4,1.4,1,75%,Very Good,0.7,0.4,1.1,38.9%,52.8%,9.1%,9.1%,4.5%,"40.9%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Overall Offense,Press Offense,5.8%,4.1,4.6,1.106,96%,Excellent,1,1.3,2.3,55.6%,66.7%,18.2%,28.8%,4.5%,"54.5%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Play Types,Spot Up,23.4%,19.4,18.9,0.974,76%,Very Good,9.6,6.7,16.3,41.2%,52.9%,10.3%,6.8%,4.5%,"39.7%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Play Types,Transition,13.8%,11.4,13.3,1.164,97%,Excellent,3.1,5.1,8.2,62.6%,67.9%,17.5%,14.8%,10.4%,"55.2%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Play Types,Cut,10.4%,8.6,10,1.168,77%,Very Good,2.7,4.3,6.9,61.3%,61.3%,6.6%,19%,13.9%,"59.1%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Play Types,Off Screen,10%,8.3,9.1,1.106,87%,Excellent,3.8,3.3,7.1,46.5%,57.9%,8.3%,8.3%,6.1%,"44.7%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Play Types,Post-Up,8.9%,7.4,6.1,0.831,56%,Good,3.1,2.2,5.3,41.2%,41.2%,11%,19.5%,12.7%,"44.1%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Play Types,P&R Ball Handler,8.8%,7.3,7.3,1,97%,Excellent,2.4,3,5.4,55.2%,60.3%,19%,9.5%,6.9%,"45.7%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Play Types,Offensive Rebounds (put backs),5.1%,4.3,4.3,1.015,40%,Average,1.3,1.5,2.8,53.3%,53.3%,13.2%,23.5%,20.6%,"52.9%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Play Types,P&R Roll Man,5%,4.1,3.6,0.864,32%,Average,1.9,1.4,3.3,41.5%,45.3%,12.1%,9.1%,7.6%,"40.9%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Play Types,Isolation,4.5%,3.8,3.8,1,96%,Excellent,1.1,1.4,2.5,55%,58.8%,18.3%,20%,13.3%,"50%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Play Types,Hand Off,1.5%,1.3,1.2,0.95,77%,Very Good,0.5,0.5,1,50%,53.1%,15%,5%,5%,"45%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Play Types,Miscellaneous,8.5%,7,3.9,0.554,78%,Very Good,0.6,0.3,0.9,28.6%,32.1%,56.3%,31.3%,1.8%,"33.9%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Offense Including Passes,Isolations Including Passes,5.9%,4.9,4.7,0.962,86%,Excellent,1.7,1.8,3.4,50.9%,56.4%,17.9%,15.4%,10.3%,"46.2%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Offense Including Passes,Pick and Rolls Including Passes,19.7%,16.3,15.7,0.962,90%,Excellent,7,6.3,13.3,47.4%,53.5%,12.6%,8.4%,5.7%,"43.3%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Offense Including Passes,Post-Ups Including Passes,11%,9.1,8.1,0.897,62%,Good,3.8,2.9,6.7,43.9%,45.8%,11.7%,17.9%,12.4%,"44.8%
"
Milwaukee School of Engineering,2019-1-15,Offensive,During Pass Out Situations,ISO - Defense Commits,1.4%,1.1,0.9,0.833,34%,Average,0.6,0.4,0.9,40%,50%,16.7%,0%,0%,"33.3%
"
Milwaukee School of Engineering,2019-1-15,Offensive,During Pass Out Situations,P&R BH - Defense Commits,12.3%,10.1,8.5,0.84,64%,Good,4.6,3.3,7.9,42.1%,48.8%,16.7%,7.4%,4.3%,"37.7%
"
Milwaukee School of Engineering,2019-1-15,Offensive,During Pass Out Situations,Post-Up - Defense Commits,2%,1.7,2,1.185,75%,Very Good,0.6,0.8,1.4,54.5%,63.6%,14.8%,11.1%,11.1%,"48.1%
"
Milwaukee School of Engineering,2019-1-15,Offensive,During Trapping Situations,P&R BH - Traps,0.4%,0.3,0.6,2,-,-,0.1,0.2,0.3,75%,87.5%,0%,40%,20%,"80%
"
Milwaukee School of Engineering,2019-1-15,Offensive,During Trapping Situations,Post-Up - Hard Double,0.8%,0.6,0.6,0.9,65%,Very Good,0.1,0.2,0.3,60%,70%,40%,10%,10%,"40%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Shot Attempt - Half Court,Jump Shots,49.6%,25.6,30,1.174,98%,Excellent,14,11.6,25.6,45.2%,58.1%,0%,1.7%,1.7%,"45.2%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,2.9%,1.5,1.1,0.708,63%,Good,1.1,0.4,1.5,29.2%,35.4%,0%,0%,0%,"29.2%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Shot Attempt - Half Court,Runner,3.3%,1.7,0.6,0.37,2%,Poor,1.4,0.3,1.7,18.5%,18.5%,0%,0%,0%,"18.5%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0.1%,0.1,0,0,-,-,0.1,0,0.1,0%,0%,0%,0%,0%,"0%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),36.8%,19,21.4,1.128,62%,Good,8.6,10.4,19,54.6%,54.6%,0%,6.3%,6.3%,"54.6%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Shot Attempt - Half Court,Post-Ups,10.3%,5.3,4.5,0.847,31%,Average,3.1,2.2,5.3,41.2%,41.2%,0%,3.5%,3.5%,"41.2%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,0.2%,0.1,0,0,-,-,0.1,0,0.1,0%,0%,0%,0%,0%,"0%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Milwaukee School of Engineering,2019-1-15,Offensive,Catch and Shoot - Half Court,Catch and Shoot,32.8%,16.9,20.3,1.199,95%,Excellent,9.6,7.3,16.9,43.2%,59.8%,0%,0.7%,0.7%,"43.2%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Catch and Shoot - Half Court,Guarded,54.6%,9.3,9.5,1.027,70%,Very Good,5.7,3.6,9.3,38.5%,51%,0%,1.4%,1.4%,"38.5%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Catch and Shoot - Half Court,Unguarded,45.4%,7.7,10.8,1.407,97%,Excellent,3.9,3.8,7.7,48.8%,70.3%,0%,0%,0%,"48.8%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,15.2%,7.8,8.8,1.12,100%,Excellent,3.9,3.9,7.8,49.6%,54.4%,0%,4%,4%,"49.6%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Jump Shot Range - half court,Short (<17'),17.8%,4.6,5.1,1.123,99%,Excellent,2.1,2.5,4.6,54.8%,54.8%,0%,2.7%,2.7%,"54.8%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Jump Shot Range - half court,Medium (17' to <3 point line),21%,5.4,5.1,0.953,95%,Excellent,2.9,2.5,5.4,46.5%,46.5%,0%,2.3%,2.3%,"46.5%
"
Milwaukee School of Engineering,2019-1-15,Offensive,Jump Shot Range - half court,Long (3 point jump shots),61.1%,15.6,19.8,1.264,99%,Excellent,9.1,6.6,15.6,42%,63%,0%,1.2%,1.2%,"42%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Overall Defense,Overall,100%,89,81.9,0.92,25%,Below Average,34.5,29.7,64.2,46.3%,51.2%,15.9%,13.9%,8.1%,"43.8%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Overall Defense,Transition,16.6%,14.8,15.1,1.024,28%,Below Average,5.2,5.6,10.9,51.9%,57.3%,15.5%,12.7%,9.6%,"48.6%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Overall Defense,Overall Half Court,83.4%,74.2,66.8,0.899,24%,Below Average,29.2,24.1,53.3,45.1%,50%,16%,14.2%,7.8%,"42.8%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Overall Defense,Short Shot Clock <4 Seconds,3.8%,3.4,2.8,0.842,19%,Below Average,1.9,1.1,2.9,36%,43%,7%,5.3%,3.5%,"36.8%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Overall Defense,Out of Bounds (End),8.2%,6.1,5.4,0.885,34%,Average,2.7,2.1,4.8,43.2%,50%,16.3%,6.7%,3.8%,"39.4%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Overall Defense,Out of Bounds (Side),4.8%,3.6,3.9,1.082,5%,Poor,1.3,1.6,2.9,56%,63%,14.8%,6.6%,4.9%,"47.5%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Overall Defense,After Time Outs,11.8%,8.8,6.7,0.765,77%,Very Good,4.1,2.7,6.8,40%,43.9%,16.1%,7.4%,6.7%,"35.6%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Overall Defense,Man Defense,99.8%,74.1,66.8,0.901,22%,Below Average,29.1,24.1,53.2,45.2%,50.1%,16%,14.2%,7.8%,"42.9%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Overall Defense,Zone Defense,0.2%,0.1,0,0,-,-,0.1,0,0.1,0%,0%,0%,0%,0%,"0%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Overall Defense,Press Defense,5.3%,3.9,3.8,0.97,19%,Below Average,1.4,0.8,2.1,36.1%,47.2%,14.9%,31.3%,7.5%,"46.3%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Play Types,Spot Up,20%,17.8,15.4,0.868,71%,Very Good,9.4,5.5,14.8,36.9%,47.4%,10.6%,7%,5%,"35.8%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Play Types,Transition,16.6%,14.8,15.1,1.024,28%,Below Average,5.2,5.6,10.9,51.9%,57.3%,15.5%,12.7%,9.6%,"48.6%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Play Types,P&R Ball Handler,10.2%,9.1,6.9,0.755,53%,Good,3.8,2.8,6.6,42.5%,45.6%,21.3%,7.1%,5.8%,"36.1%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Play Types,Post-Up,9.5%,8.4,6.5,0.776,72%,Very Good,3.5,2.7,6.2,43.4%,43.4%,14.7%,14%,9.1%,"39.9%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Play Types,Cut,8.9%,7.9,9.5,1.193,20%,Below Average,2.6,4.1,6.6,61.1%,61.1%,3.7%,15.6%,13.3%,"61.5%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Play Types,Offensive Rebounds (put backs),7.3%,6.5,6.7,1.036,54%,Good,2.4,2.6,5.1,52.3%,52.3%,9.1%,17.3%,14.5%,"51.8%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Play Types,Isolation,6.3%,5.6,5.1,0.906,18%,Below Average,2.1,1.6,3.7,42.9%,44.4%,14.6%,22.9%,15.6%,"45.8%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Play Types,Off Screen,4.8%,4.2,4.1,0.972,31%,Average,2.1,1.5,3.6,42.6%,54.1%,12.5%,4.2%,4.2%,"38.9%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Play Types,Hand Off,3.8%,3.4,2.8,0.81,50%,Average,1.8,0.9,2.7,34.8%,42.4%,13.8%,10.3%,8.6%,"34.5%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Play Types,P&R Roll Man,3.4%,3,2.8,0.941,56%,Good,1.3,1.2,2.5,48.8%,52.3%,9.8%,5.9%,3.9%,"45.1%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Play Types,Miscellaneous,9.3%,8.2,6.9,0.843,0%,Poor,0.3,1.1,1.4,78.3%,82.6%,46.4%,37.9%,1.4%,"45.7%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Offense Including Passes,Isolations Including Passes,8.8%,7.8,6.9,0.88,33%,Average,3.3,2.3,5.6,41.1%,43.7%,12.8%,18%,12%,"43.6%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Offense Including Passes,Pick and Rolls Including Passes,19.9%,17.7,15.4,0.87,41%,Average,7.9,6.2,14.1,44.2%,49.4%,14.3%,7.3%,5.6%,"40.2%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Offense Including Passes,Post-Ups Including Passes,11.3%,10.1,8,0.795,77%,Very Good,4.3,3.3,7.6,43.4%,44.6%,14%,13.5%,9.4%,"39.8%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,During Pass Out Situations,ISO - Defense Commits,2.4%,2.2,1.8,0.811,69%,Very Good,1.2,0.7,1.9,37.5%,42.2%,8.1%,5.4%,2.7%,"37.8%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,During Pass Out Situations,P&R BH - Defense Commits,11.6%,10.3,8.7,0.846,38%,Average,4.1,3.4,7.5,45.7%,52.8%,21.1%,7.4%,4.6%,"38.3%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,During Pass Out Situations,Post-Up - Defense Commits,1.9%,1.6,1.5,0.893,69%,Very Good,0.8,0.6,1.4,43.5%,50%,10.7%,10.7%,10.7%,"39.3%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,During Trapping Situations,P&R BH - Traps,0.4%,0.4,0.6,1.667,-,-,0.1,0.2,0.4,66.7%,83.3%,0%,0%,0%,"66.7%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,During Trapping Situations,Post-Up - Hard Double,1%,0.9,0.9,1.067,20%,Below Average,0.4,0.4,0.8,50%,57.1%,6.7%,0%,0%,"46.7%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Shot Attempt - Half Court,Jump Shots,41.5%,22.1,21.9,0.989,28%,Below Average,13.8,8.3,22.1,37.5%,49.2%,0%,0.8%,0.8%,"37.5%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,2.9%,1.5,1.3,0.846,21%,Below Average,1.1,0.5,1.5,30.8%,42.3%,0%,0%,0%,"30.8%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Shot Attempt - Half Court,Runner,3.5%,1.9,1.3,0.688,59%,Good,1.2,0.6,1.9,34.4%,34.4%,0%,0%,0%,"34.4%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0.2%,0.1,0.1,1,-,-,0.1,0.1,0.1,50%,50%,0%,0%,0%,"50%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),43.3%,23.1,25.5,1.105,51%,Good,10.6,12.4,23.1,53.8%,53.8%,0%,4.6%,4.6%,"53.8%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Shot Attempt - Half Court,Post-Ups,11.7%,6.2,5.6,0.896,72%,Very Good,3.5,2.7,6.2,43.4%,43.4%,0%,3.8%,3.8%,"43.4%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Catch and Shoot - Half Court,Catch and Shoot,24.9%,13.3,14.3,1.075,29%,Below Average,8.4,4.9,13.3,37.2%,53.5%,0%,0.4%,0.4%,"37.2%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Catch and Shoot - Half Court,Guarded,51.3%,6.8,6.5,0.957,51%,Good,4.6,2.2,6.8,32.8%,47.4%,0%,0.9%,0.9%,"32.8%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Catch and Shoot - Half Court,Unguarded,48.7%,6.5,7.8,1.2,23%,Below Average,3.8,2.7,6.5,41.8%,60%,0%,0%,0%,"41.8%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,14.2%,7.6,6.4,0.837,31%,Average,4.7,2.9,7.6,38%,41.5%,0%,1.6%,1.6%,"38%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Jump Shot Range - half court,Short (<17'),21.8%,4.8,3.8,0.793,39%,Average,2.9,1.9,4.8,39%,39%,0%,1.2%,1.2%,"39%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Jump Shot Range - half court,Medium (17' to <3 point line),14.1%,3.1,2.5,0.811,22%,Below Average,1.9,1.2,3.1,39.6%,39.6%,0%,3.8%,3.8%,"39.6%
"
Lakeland (WI) Muskies,2019-1-15,Defensive,Jump Shot Range - half court,Long (3 point jump shots),64.1%,14.2,15.5,1.095,20%,Below Average,9,5.2,14.2,36.5%,54.8%,0%,0%,0%,"36.5%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Overall Offense,Overall,100%,86.1,74.6,0.866,47%,Average,35.7,26.8,62.6,42.9%,49.3%,17.6%,11.4%,7.9%,"39.5%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Overall Offense,Transition,15.5%,13.3,11.2,0.842,12%,Poor,4.9,4.2,9.2,46.1%,52.7%,22.5%,10.4%,10.4%,"38.3%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Overall Offense,Overall Half Court,84.5%,72.8,63.4,0.871,62%,Good,30.8,22.6,53.4,42.4%,48.7%,16.7%,11.6%,7.5%,"39.7%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Overall Offense,Short Shot Clock <4 Seconds,2.2%,1.9,1.2,0.647,41%,Average,1,0.6,1.6,35.7%,35.7%,11.8%,5.9%,2.9%,"32.4%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Overall Offense,Out of Bounds (End),7.9%,5.8,6,1.038,92%,Excellent,2.2,2.2,4.4,50.6%,58.2%,15.4%,12.5%,12.5%,"46.2%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Overall Offense,Out of Bounds (Side),4.4%,3.2,2.1,0.667,23%,Below Average,1.4,0.7,2.1,34.2%,39.5%,21.1%,12.3%,7%,"31.6%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Overall Offense,After Time Outs,12.9%,9.4,8.1,0.858,57%,Good,4.2,2.7,6.9,39.2%,44.8%,14.2%,13.6%,9.5%,"39.6%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Overall Offense,Against Man,94.7%,68.9,59.4,0.863,59%,Good,29.2,21.2,50.4,42%,48.2%,16.9%,11.5%,7.5%,"39.4%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Overall Offense,Against Zone,5.3%,3.9,3.9,1.014,77%,Very Good,1.6,1.4,3,48.1%,56.5%,12.9%,12.9%,7.1%,"45.7%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Overall Offense,Press Offense,9.7%,7.1,5.8,0.827,52%,Good,2.7,1.9,4.6,42.2%,48.8%,22%,14.2%,7.9%,"39.4%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Play Types,Spot Up,24.2%,20.8,18.9,0.907,52%,Good,12,6.4,18.4,34.9%,46.5%,7.2%,5.1%,4.8%,"35.2%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Play Types,Transition,15.5%,13.3,11.2,0.842,12%,Poor,4.9,4.2,9.2,46.1%,52.7%,22.5%,10.4%,10.4%,"38.3%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Play Types,P&R Ball Handler,12.8%,11.1,8.6,0.774,60%,Good,4.4,3.2,7.6,42.3%,46%,23.6%,9%,7%,"36.7%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Play Types,Off Screen,7.8%,6.7,6.9,1.025,78%,Very Good,3.7,2.3,5.9,38.3%,50%,3.3%,9.1%,7.4%,"41.3%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Play Types,Offensive Rebounds (put backs),7.4%,6.4,6.2,0.965,29%,Below Average,2.6,2.3,4.8,47.1%,47.7%,9.6%,19.1%,13.9%,"47.8%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Play Types,Cut,7.2%,6.2,6.9,1.126,67%,Very Good,1.9,2.8,4.8,59.3%,59.3%,9%,17.1%,12.6%,"59.5%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Play Types,Post-Up,6.2%,5.3,4.6,0.865,64%,Good,1.7,1.7,3.4,49.2%,49.2%,21.9%,17.7%,12.5%,"42.7%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Play Types,Isolation,6.1%,5.2,3.9,0.745,42%,Average,2.2,1.5,3.7,40.9%,40.9%,18.1%,11.7%,6.4%,"39.4%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Play Types,P&R Roll Man,3%,2.6,2.9,1.152,82%,Very Good,1,1.3,2.3,56.1%,61%,6.5%,6.5%,6.5%,"54.3%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Play Types,Hand Off,1.6%,1.4,1.6,1.16,96%,Excellent,0.6,0.4,1,44.4%,52.8%,8%,24%,16%,"52%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Play Types,Miscellaneous,8.3%,7.1,2.9,0.406,34%,Average,0.8,0.7,1.4,46.2%,50%,60.2%,20.3%,1.6%,"21.9%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Offense Including Passes,Isolations Including Passes,8.2%,7.1,5,0.709,20%,Below Average,3.4,1.9,5.3,35.8%,37.9%,15.7%,9.4%,5.5%,"35.4%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Offense Including Passes,Pick and Rolls Including Passes,21.2%,18.3,16.4,0.897,72%,Very Good,7.4,6.2,13.6,45.5%,51.6%,18.5%,8.8%,7.6%,"41%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Offense Including Passes,Post-Ups Including Passes,7.7%,6.7,6.6,0.983,83%,Excellent,2.3,2.4,4.7,50.6%,55.9%,17.5%,14.2%,10%,"45%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,During Pass Out Situations,ISO - Defense Commits,2.1%,1.8,1.1,0.606,13%,Poor,1.2,0.4,1.6,24.1%,31%,9.1%,3%,3%,"24.2%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,During Pass Out Situations,P&R BH - Defense Commits,10.5%,9.1,7.8,0.865,71%,Very Good,3,2.9,5.9,49.5%,58.9%,28.8%,6.7%,6.7%,"38%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,During Pass Out Situations,Post-Up - Defense Commits,1.5%,1.3,1.9,1.458,95%,Excellent,0.6,0.7,1.3,54.2%,72.9%,0%,0%,0%,"54.2%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,During Trapping Situations,P&R BH - Traps,0.6%,0.5,0,0,-,-,0.2,0,0.2,0%,0%,66.7%,0%,0%,"0%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,During Trapping Situations,Post-Up - Hard Double,1.3%,1.1,0.9,0.8,49%,Average,0.3,0.3,0.7,50%,62.5%,35%,5%,5%,"35%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Shot Attempt - Half Court,Jump Shots,59.3%,31.7,31.1,0.981,66%,Very Good,19.6,12.1,31.7,38.2%,48.9%,0%,0.4%,0.4%,"38.2%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,1.7%,0.9,0.4,0.5,29%,Below Average,0.7,0.2,0.9,25%,25%,0%,0%,0%,"25%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Shot Attempt - Half Court,Runner,5.5%,2.9,1.9,0.642,33%,Average,2,0.9,2.9,32.1%,32.1%,0%,0%,0%,"32.1%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0.3%,0.2,0.1,0.667,-,-,0.1,0.1,0.2,33.3%,33.3%,0%,0%,0%,"33.3%
"
